,prompt,expected_completion,actual_completion
4440,"UPTON FLATS SEATTLE APARTMENTS IN WEST SEATTLE, WAWelcome to Upton Flats' new and exciting West Seattle Apartments. Live at Upton Flats and enjoy all that West Seattle has to offer: urban living with laid back vibes, convenient access to bus services to downtown Seattle, close proximity to beautiful Lincoln Park and Alki Beach, and breathtaking views of the Olympic Mountains and Puget Sound. Traveling by ferry boat has never been easier, located only a few short miles away, enjoy the fresh air on board the Fauntleroy Ferry or the water taxi that travels to Downtown Seattle! Our elegantly designed urban mid-rise offers open, one and two bedroom apartments in West Seattle, WA. Also available are live-work units; which feature an all-in-one office and residential space equipped with street side access. Each residence offers modern interior finishes which include a gourmet kitchen with quartz countertops and stainless steel appliances, expansive windows, a washer & dryer, and abundant closet spaces. Our onsite amenities include a state-of-the-art fitness center and a fully equipped bike room for repairs and storage. Our residents have the luxury of a secure parcel room, an expansive indoor lounge with a gourmet kitchen to host social gatherings and community events and a ground-level courtyard. Our community features two rooftop decks with lush landscaping, outdoor BBQs, and open seating to meet, mingle or simply relax. Work from home? Enjoy the convenience of our onsite conference room. We are within walking distance of casual eateries, funky shops, bars, and a thriving art scene! In addition, we are located on the metro line making your commute to downtown Seattle a breeze. No matter what you're looking for, this is the place for you. Experience life at Upton Flats and live your best life at our West Seattle, WA apartments! -Pool Table -Outdoor Firepit -Rooftop BBQ -Contemporary Hard Surface Flooring -Secured Garage Parking  - Assigned -Clubhouse with Fully Equipped Kitchen -Stainless Steel Appliances -Coffee Bar -Large, Over-sized Windows -Gourmet Kitchens -Additional Storage -Bike Storage with Repair Station Call: show contact info For more information, visit us at: <URL> *Equal housing opportunity* Is rent cheap, average, or expensive? <SEP>
", average, average
658,"Come and see what the fuss is all about at The Waterline, located at 2900 Grand Ave Everett, WA 98201. Description ........ Welcome to The Waterline Apartments, Downtown Everetts newest destination, featuring luxury apartment homes. The Waterline Apartments just became the new ""it"" place and our residents are at the center of it all. Rise and shine to panoramic views of Port Gardner and Puget Sound all the way to the Cascades. You'll have to come to see it, to believe it! Contact us today and find your new home. show contact info Bedrooms ........... 1 Bathrooms ......... 1 Sq Footage ......... 665 sq ft Unit Price ........... PRICE - PRICE/Month Lease Term ........ 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month Amenity List ...... ● Bakery ● Bike Storage ● Cabana ● Concierge ● Grill ● Multi Use Room ● On-Site Retail ● Picnic Area ● Storage Space ● Wi-Fi Lounge ● Conference Room ● Controlled Access ● Corporate Suites ● Maintenance on site ● Media and Gaming Room ● Media Center/Movie Theatre ● Online Services ● Package Service ● Rooftop Sky Lounge ● Work Shop and Craft Room Unit Features ..... ● Balcony/Patio ● Cable Ready ● Den ● Disposal ● Fireplace ● Heating ● Ice Maker ● Linen Closet ● Storage Units ● Wi-Fi ● Double Pane Windows ● Granite Countertops ● Hardwood Floors ● In Unit Washer & Dryer ● Island Kitchen ● Quartz Kitchen and Bathroom Countertops ● Refrigerator/Freezer ● Vaulted Ceiling ● Vinyl Hardwood Flooring ● Wheelchair Accessible (Rooms) Our Pet Policy ... Two pets are allowed per apartment home. Breed restrictions do apply. We collect a pet deposit of PRICE for one pet and PRICE for two. Monthly Pet rent is PRICE per pet. A pet fee of PRICE for one pet and PRICE for two pets also applies. Breed restrictions include Pit Bull Terrier, Rottweiler, Doberman Pinscher, German Shepherd, Chow, Staffordshire Terrier, or any mix tha Leasing Hours ... Mon - Fri: 9:00 AM - 6:00 PM Sat: 9:00 AM - 5:00 PM Call our Office ... at show contact info to schedule a private tour today. Our Location ..... 2900 Grand Ave Everett, WA 98201 Website: <URL>?rcstdid=MzM=-dkCsfkCKtXI= Professionally managed by Affinity Property Management EQUAL HOUSING OPPORTUNITY FC544FE1B486488 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
6705,"At Port Washington we offer 1 bedroom units in a unique Waterfront location, surrounded by the Puget Sound Inlet with gorgeous views. The water looks so close, it feels like you could almost reach out and touch it! We are conveniently located close to shopping, dining, Ferry Access to Seattle and numerous parks and walking trails . We are close proximity to various freeways making commuting a breeze! This home Features a walk in closet , ample amount of cabinet space in the kitchen, Disposal, Electric appliance. We offer assigned covered parking and free uncovered parking and plenty of guest parking. Please call us to schedule a tour of the Community as soon as possible, our Apartment homes rent FAST! Write your own story in this little slice of paradise. Port Washington Apartments has unsurpassed views over the Port Washington Narrows and Dyes Inlet. We are just two blocks from Olympic College, a straight shot down Naval Ave from PSNS, and a short bus/car ride to the Seattle Ferry. After a busy day at work nothing soothes the soul like a great view. All of our units have stunning straight on views, one bedroom with walk in closet, and many feature granite counters, hardwood floors, and new cabinetry. Yes we have a video surveillance system. To apply or see our qualifying standards visit us at: <URL> Is rent cheap, average, or expensive? <SEP>
", cheap, average
9144,"Call Now - show contact info x 141 OR Text 141 to show contact info to text our leasing team. This is a 1 Bedroom, 1 Bath, Approximately 700 Sq. Ft. Novela offers 1, 2 and 3-bedroom apartment homes that are modern and spacious. Our convenient location near the I-5 and 405 highways grants easy access to anywhere you need to go, whether it’s your workplace or the grocery store. You can also leave your car at home and explore the local businesses within walking distance. Your pets are welcome here too, and will soon get to play in the new dog park. Features: Wood burning fireplaces Privacy balconies & patios Carpet & vinyl flooring Refrigerator Window Coverings Dishwasher Washer/Dryer Ceiling Fans Spacious Closets Community Amenities: Swimming Pool Online Payments Available On-Site Maintenance Clubhouse Business Center Pet Friendly* Night Patrol Playground Dog Park Garages Available to Rent Fitness Center Package Lockers Pet Policy Novela Apartment Homes welcomes your furry loved ones with some weight and breed restrictions. Please contact the management office for more information. More unit details at: <URL> Lynnwood Meadowdale Meadowdale High School Hazelwood Elementary School Hazelwood Elementary School College Place Middle School Meadowdale Playfields Soundview School Alderwood Mall Interurban Trail Pet Friendly 3 Bedroom Apartments Renovated Apartments Upgraded Apartments Balconies Fireplace Edmonds Center Gym Fitness Center Clubhouse Dog Park Garage Edmonds Alderwood Mountlake Terrace Martha Lake Canyon Park Boeing North Creek Everett Shoreline Esperance Picnic Point North Paine Field Serene Harbour Pointe Wintermutes Corner Larch Way Kennard Corner Y8R4LaapHQ Is rent cheap, average, or expensive? <SEP>
", average, cheap
1610,"1610 West James Place, Kent, WA 98032 Driftwood Apartments offers studio, one and two bedroom apartment homes in Kent, Washington, just minutes from entertainment and dining options at Kent Station. Our apartments include in-unit washer and dryers, walk in closets, outdoor patios, and fully equipped kitchens. The recreation options at Driftwood are endless with an outdoor swimming pool, fitness center, playground, human foosball, outdoor movie theatre, soccer field and more! Driftwood Apartments is a pet friendly community and welcomes both cats and dogs. Find the floor plan that’s right for you and schedule a tour today! Apartment Features: Mirrored Wardrobe Doors Dishwasher Wood Look Flooring Washer/Dryer Walk-In Closets Modern Kitchens Community Features: Outdoor Movie Theater Flexible Monthly Payments with Flex Rent Community Pool Clubhouse Industrial Size Washer & Dryer Room Fitness Center Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
7012,"Call Now - show contact info x 37 This is a 1 Bedroom, 1 Bath A historic, central Seattle crossroad, 23rd & Union will always be an intersection of life in all of its splendid forms. From the vibrant artwork to the carefully selected commercial tenants to the residential spaces, Midtown Square was designed for — and by — the Central Area community. This unique development adds a wide variety of apartment homes (30% of which are designated as affordable units per City of Seattle guidelines), along with new retail space for local, minority-owned businesses, all within a massive, cultural artwork-focused public square for all to enjoy. Midtown Square offers new opportunities within a space that regards the past with respect, honors the present with dignity, and gives inspiration to the future. Features: Townhouse units, Great Move in Special on selected home!, New unique development, Studio, one, and two bedroom units, Affordable options Community Amenities: Bike room, Courtyard, On-site retail, Parking garage, Elevators, Cultural artwork-focused public square, Package storage, Central Area community, Vibrant artwork, Roof deck Pet Policy Cats and Dogs allowed ** Restricted breeds apply*** Use this link for more information: <URL> Photos and/or floor plans shown are representational and may not depict the exact layout or features of the available unit. If currently occupied, the individual unit you've selected may not be available to tour. Please contact our leasing team with any questions. 8q3RfDWn0S Is rent cheap, average, or expensive? <SEP>
", average, expensive
2935,"420 West Smith Street, Kent, WA 98032 Experience the perfect blend of style, comfort, and urban living at The Platform Apartments in Kent, WA. Choose from our studio, one and two-bedroom floor plans. Each apartment home features designer touches including Berber carpeting, accent walls, floor-to-ceiling windows, and more. We also welcome pets so feel free to bring your furry friends home with you! Our Kent apartments for rent are conveniently located in the heart of the Historic Downtown area. Enjoy living just minutes from local shopping, dining, entertainment, and public transportation. Don’t wait to give us a call and schedule a tour to make The Platform Apartments in Kent your new home. Apartment Features: Stainless Steel Finish Appliances Water Efficient Fixtures Upgraded Faucets In-Unit Washer/Dryer Economical Forced-Air Heating Energy Efficient Windows Community Features: Indoor Bike Parking Fitness Center Recycling Center & Trash Chutes Zero Deposit Community Package Room with Amazon Hub Controlled Access Building Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
1903,"Enjoy easy living in a sophisticated neighborhood close to Seattle’s best parks, restaurants and urban nightlife. Bus service to downtown is right outside your door, and the property has easy access to the 520 bridge. Step outside for a BBQ in the courtyard, grab some award winning cookies at Hello Robin, pop out for a drink at Cone & Steiner, or brunch at Bounty Kitchen. Just outside the buzz of Pike/Pine but close enough to reap the rewards. -Patio/Balcony -Bike Storage & Maintenance Room -Controlled Access Building -Stainless Steel Appliances -Walk-in Closets -Washer/Dryer -Package Lockers -Floor-to-ceiling Windows -Faux Wood Flooring -Loft Style Homes -Gated Parking Garage -On Bus Line Call: show contact info For more information, visit us at: <URL> Pricing and availability are subject to change. Is rent cheap, average, or expensive? <SEP>
", average, average
1228,"Plum Tree Park apartment homes is located in Renton, WA. We are just minutes from all that Seattle, Bellevue and Kirkland offers, with easy access to I-5, I-405 and Highway 167. We are conveniently located within walking distance to Fred Meyer, Safeway and much more! The Landing is 5 minutes away where you'll find Target, Red Robin, Movie Theatre, Pet's Mart, LA Fitness, Lowes, Jimmy John's and much more! Yes...Starbucks is nearby too! Call or stop by today to take a tour! -Refreshing Pool -Spa/Hot Tub -Large Closets -Dishwasher -Storage Space -On-site Maintenance -24-Hour Availability -Pool -Playground -Patio/Balcony -On-site Management -Updater Moving Partner Call: show contact info For more information, visit us at: <URL> *Equal housing opportunity* Is rent cheap, average, or expensive? <SEP>
", cheap, average
3082,"1990 `~*Please call or text at show contact info for more information. *~` The units at The Avenues offer one-bedroom/one-bathroom. Units feature open floor plans with full-size washer/dryers, private patios or decks with storage closets and dishwasher  for your convenience W/S/G is charged flat rate in addition to the rent amount according to the number of occupants. Application Requirements: Minimum monthly household income (twice the monthly rent) Copy of Social Security card (or TIN) Copy of ID (driver's license or other form of government issued ID) Copy of pay stubs from previous 2 months (proving minimum income requirement) Credit score of 600 or above Good rental history PRICE application fee (in check or money order) per adult Lease Terms: 12 months Security Deposit: PRICE- 2 months rent depending on application results. Pet Deposit: PRICE (refundable) Pet Fee: PRICE (non-refundable) Pet Rent: PRICE (maximum of 2) Renter's Insurance required PROPERTY AMENITIES On-site maintenance, On-site management, Package receiving service, Parking, Playground, Pool, Storage space Is rent cheap, average, or expensive? <SEP>
", average, average
2793,"On the Green Apartment Homes Located at: 12303 Harbour Pointe Blvd Mukilteo, WA 98275 Featured unit: 1 bed | 1 bath | 700 sq ft Prices start at: PRICE - PRICE/month Call Today! show contact info Experience upscale apartment living at On The Green at Harbour Pointe. We offer spacious one, two, and three bedroom apartments for rent in Mukilteo, Washington, next to Harbour Pointe Golf Club. Our exceptional homes feature a variety of outstanding apartment features and finish options. Residents enjoy charming country-style kitchens, large walk-in closets, and much more. Let us show you a better way of living at On The Green at Harbour Pointe. Wonderful Amenities! − Accepts Electronic Payments − Barbecue/Grill − Carport(s) − Clubhouse − Common Area Wi-Fi − Courtesy Patrol − Dog Park − Gameroom − Garage/Carport − Kid Zone − Lounge − Maintenance on site − Pet Friendly − Playground − Property Manager on Site − Recycling − Sauna − Self-Guided Tours − Smoke Free − Soccer Field − Sundeck − Valet Trash − Basketball Court − BBQ/Picnic Area − Clubhouse/Gaming Room − Fitness Center/Free Weights − Kiddie Korner Play Room − Package Service − Private Dog Park − Sparkling Pool/Sauna/Hot Tub Apartment Features! − Dining Room − Heating − High Speed Internet Access − Kitchen − Linen Closet − Microwave − Range − Refrigerator − Tub/Shower − Window Coverings − In Unit Washer & Dryer − Linen Closet − Patio/Balcony − Vinyl Flooring − Walk-In Closets − Wood burning Fireplace show contact info Hours: Mon - Fri: 10:00 AM - 6:00 PM Sat: 10:00 AM - 5:00 PM Website: <URL> Terms: 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month Pet Policy: Limit 2 Pets Per Home 1 Pet: PRICE Pet Rent per month 1 Pet: PRICE Pet Deposit (Refundable), 1 Pet: PRICE Pet Fee (Non-Refundable) 2 Pets: PRICE Pet Rent per month 2 Pets PRICE Pet Deposit (Refundable), 2 Pets: PRICE Pet Fee (Non-Refundable) Breed Restrictions May Apply. EQUAL HOUSING OPPORTUNITY SPRCL59 2C1FBA4553474D9 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
4951,"This is a 1 Bedroom, 1 Bath, Approximately 594 Sq. Ft. Want more information? Follow this link: <URL> Call Now - show contact info x 86 OR Text 86 to show contact info to contact our leasing team. Welcome To The Neighborhood Community Info: Step up to resort-like community amenities at Telka. Host your next event in our stunning clubhouse party room, embrace the grind in our 24-hour fitness studio, or relax poolside with your favorite book. Immerse yourself in the Telka lifestyle today! Contact us to schedule a visit, or view our gallery of photos and take a 3D tour from the comfort of your couch! Features: ‣  Undermount Sinks ‣  Two-Tone Cabinet Treatment ‣  Moen Kitchen Faucets ‣  Extra Storage* ‣  Gourmet Kitchen Islands* ‣  Walk-in Closets* ‣  Ceiling Fan ‣  High End Stainless Steel Appliances ‣  Large Closets* ‣  White Speckled Quartz Countertops ‣  Amazing views of the Puget Sound & Mount Rainier* ‣  Patio/Balcony ‣  Front Load Washer & Dryer *Select Units Community Amenities: ‣  BBQ Grilling Area ‣  Sunbathing Terrace ‣  Complimentary Package Service ‣  Dog Stations ‣  Resident Community APP ‣  EV Charging Stations ‣  Refreshing Outdoor Pool for Those Hot Summer Days ‣  Fantastic Location ‣  Chef Kitchen ‣  Playground ‣  State of the Art 24 Hour Fitness Center ‣  Lounge Room - Perfect for Hosting Events ‣  Coffee Bar Station ‣  Covered Carports ‣  Emergency Maintenance 24/7 ‣  Resident Events Pet Policy: Cats & Dogs allowed. 2 pets per household. One-time PRICE non-refundable pet fee & additional PRICE for 2nd pet. Pet rent is PRICE a month per pet. Breed & weight restrictions apply. Income Requirements: 2.5X equal housing opportunity Office Hours: Monday-Friday: 9:00AM-6:00PM Saturday: 10:00AM-5:00PM Telka 11421 Clear Creek Rd NW, Silverdale, WA, 98383 Equal Housing Opportunity J6b92jqOY Is rent cheap, average, or expensive? <SEP>
", cheap, average
8479,"International Blvd, SeaTac, WA 98198 Heights by Vintage. Elevated Senior Living. Live hassle-free. Heights by Vintage 55+ Senior apartment homes, where you will be able to take advantage of great amenities, including a community lounge, theater room, game room, fitness center, and business center. We offer fully equipped 1 and 2-bedroom apartments in SeaTac, WA with washers and dryers, dishwashers, microwaves, and balconies. Enjoy many breathtaking views of the Cascade Mountain Range. We are an ideal community for renters relocating from Seattle, Kent, Renton, and Des Moines. If you start an application within 24 hours of your tour, you can get up to 1 months rent off your move-in costs! Give us a call today to schedule a tour and ask about our tour incentives! Apartment Features: Patio/Balcony Cable Ready 1 and 2 Bedroom Homes Full Size Washer & Dryer Microwave Dishwasher Refrigerator Stove Community Features: Dog Park Game Room Fun Social Activities Elevator Access Controlled Access Pet Friendly Night Patrol High Speed Internet Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Contact us today for the most up-to-date information! Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
1453,"Featuring picturesque, tree-lined river trails and lushly landscaped gardens, Riverside Park offers spacious, 1, 2, and 3 bedroom apartment homes with gourmet kitchens, private decks and full-sized washers and dryers. Right on the border of Sumner and Puyallup, Riverside Park is just minutes from schools, shopping, parks and Highways 167, 512 and 410. Our one bedrooms give you a sense of vacation from home. They have a wood-burning fireplace and balcony that overlooks beautiful views. Our community welcomes you and hopes you feel right at home. Riverside Park welcomes you to your new home, situated in a prime location, these homes are sure to be your tranquil escape from reality. Stop by our leasing office today to request more information or schedule a tour! Our onsite leasing team is excited to assist you in your search for a new home. Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
2595,"Choosing your home is important. Choosing your neighborhood is just as important. Live moments away from the quant downtown Sumner district and within minutes from the downtown Puyallup area always alive with opportunity and fun events. Whether you are looking for a one, two, or three bedroom apartment, Riverside park has a floorplan to fit your needs. Featuring picturesque, tree-lined river trails and lushly landscaped gardens, Riverside Park offers spacious, 1, 2, and 3 bedroom apartment homes with gourmet kitchens, private decks and full-sized washers and dryers. Right on the border of Sumner and Puyallup, Riverside Park is just minutes from schools, shopping, parks and Highways 167, 512 and 410. Our one bedroom homes are sure to allow you the tranquil and homestyle feel that you've been searching for. Featuring a wood burning fireplace and beautiful pond view, this house is ready for you to make it a home. As a holiday gift to you from all of us here at Riverside, we are currently offering PRICE off the move-in costs as long as you move in before December 31st. Stop by our leasing office today to take a look at your new home and tour the community we have here. Our onsite leasing team is eagerly awaiting to assist you! Is rent cheap, average, or expensive? <SEP>
", average, expensive
10053,"Call Now - show contact info This is a 1 Bedroom, 1 Bath, Approximately 700 Sq. Ft. Check out out 3D tours here: 1 Bedroom - <URL> 1 Bedroom Loft - <URL> 2x1.5 Bedroom Large Renovated Townhome - <URL> The Commons at Federal Way apartment community is situated in the lush backdrop of beautiful Northwest landscape and peaceful surroundings. Featuring spacious one and two bedroom floor plans, each outfitted with tasteful cabinetry, inviting wood burning fireplaces and plentiful storage. Spectacular wooded and private views, along with an updated community center, onsite management and 24 hour maintenance are only a few of the many amenities you will experience at The Commons at Federal Way. Bordering Panther Lake Park our community is just minutes from Celebration Park, St. Francis Community Hospital & convenient to shopping. Easy access to I-5, SR 167, & Highway 18. Live in the perfect location with convenient access to restaurants, local conveniences and entertainment. Come experience what quality service and a comfortable home feels like at The Commons. Features: Custom Cabinetry*, Black Appliances*, Private Patio or Balcony* Newly Renovated Apartment Homes* Upgraded Lighting Fixtures* Cable/Satellite Designer custom colored walls* Community Amenities: Located near hospital, schools and businesses, Walking distance to upscale shopping, dining, grocery stores and more Pet Friendly Community Lush Landscaping Close to Public Transportation Close to Shopping Carports Available Greenbelt around the property Online Payments Available, 24-Hour Emergency Maintenance, Minutes from Puget Sound Beaches, Hiking Trails/Jogging Trails/Walking Trails, Reserved Parking Available, Package Service Pet Policy Pet friendly- breed restrictions apply. Income Requirements: 2.5 times the rent More unit details at: <URL> jG2W4sGCkXdw Is rent cheap, average, or expensive? <SEP>
", cheap, average
