,prompt,expected_completion,actual_completion
90,"Residences at FAC FAC : CARDINAL ORG ORG ORG , IL num Bedrooms : CARDINAL | Baths : CARDINAL | Sq . Footage : CARDINAL sq ft | Pricing : $ MONEY - $ num / Month Terms : DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE ( CARDINAL ) num - num + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + Features in this apartment home : ❖ Balcony or Patio ❖ ORG ORG ❖ ORG ORG ( select units ) ❖ In - Home Washer / Dryer ❖ FAC FAC ( select units ) ❖ PERSON PERSON ( select units ) ❖ ORG ORG ORG ( select units ) ❖ Walk - in closets ( select units ) ❖ ORG ORG ❖ Balcony or Patio ❖ ORG ORG ❖ ORG ORG * ❖ In - Home Washer / Dryer ❖ LOCATION Back ❖ GPE GPE * ❖ ORG ORG ORG ❖ ORG ORG ORG * ❖ Walk - in closets * + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + Amenities at our property : ❖ PLACE Games Room ❖ GPE GPE ❖ Online Payments Available ❖ ORG ORG ❖ ORG ORG ❖ ORG ORG ❖ ORG ORG ❖ ORG ORG ❖ ORG ORG ORG ❖ ORG ORG , Free Weights , Peloton Bike and more ! ❖ ORG ORG ❖ New TIME TIME TIME State - of - the - Art Fitness Center ❖ Pet Friendly Bark Park ❖ ORG ORG ORG ORG ORG ORG ❖ Resort Style Heated Pool with Luxurious PERSON ( Coming Soon ) ❖ ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG About the community : YES , WE ARE OPEN ! CALL NOW TO SCHEDULE AN IN - PERSON TOUR ! OR LET US SHOW YOU THROUGH FACETIME ! Discover the ideal apartment location when renting at Residences at GPE . Whether you are a graduate student at ORG ORG or an intern at ORG in Downtown GPE , the suburban beauty of GPE , GPE is your retreat . Located QUANTITY QUANTITY from GPE in a private neighborhood in GPE GPE GPE , experience a lovely community of renovated CARDINAL , CARDINAL , and CARDINAL - bedroom apartment homes . When you live here , getting around town is easy with ORG ORG ORG CARDINAL and CARDINAL TIME TIME away . Explore the neighborhood and see what else is nearby the FAC at GPE ! Pets : Breed Restriction;We allow pets for a pet fee of $ MONEY per pet and rent of $ MONEY per pet per month . Phone : ( CARDINAL ) CARDINAL CARDINAL CARDINAL Mon - Fri : TIME TIME TIME TIME TIME Sat : TIME TIME TIME TIME TIME Website : ORG ORG ORG : JRK Property Holdings * Prices are subject to change without notice EQUAL HOUSING PLACE FnumDnumAEnumFnumF Is rent cheap, average, or expensive? <SEP>
", cheap, average
569,"RENOVATED CARDINAL - bedroom apartment in one of the only modern buildings in the area . Unit is on ORDINAL floor , accessible by elevator . Rent includes heat , water and trash ( electric paid by tenant , averaging $ MONEY - num / mo ) . ORG facilities and bike storage are on the ground floor . Unit includes dishwasher ( but no microwave ) . On - site engineer is friendly and responsive . num blocks to either ORG or FAC FAC FAC . Building is directly along LOC ( CARDINAL ) bus route and next door to major NORP bike station . Easy off - street parking available at all times on Damen , and nextdoor garage has GPE and offers garage parking for ORG ORG ORG . You will be around the corner from FAC FAC FAC coffeeshop and walking distance to PERSON ’s , ORG ORG / LSAC , and many many FAC FAC restaurants and cafes . PERSON PERSON and ORG ORG are fun neighborhood bars . I have loved living here for DATE DATE but am moving in with my partner and so I ’m looking to relet to a new tenant who will sign a DATE DATE DATE lease . ORG date is DATE DATE with some flexibility . To sign a lease you will need to complete an application through PERSON PERSON . Internet can be provided through the building ’s service provider , though I use high - speed ORG CARDINAL ORG ORG at $ MONEY / mo . The walls are thick and the neighbors are quiet so you will have no trouble sleeping . Windows are very well insulated meaning with wall heating / cooling units you will have warm cozy DATE and cool calm DATE . Cats are allowed but not dogs . See photos of building exterior at : < URL > These units go fast , so act quick . Showings available DATE and TIME . Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
443,"PROPERTY INFO ID : num Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Available Date : num/num/num Parking : : detached garage Contact Will Hill to Schedule WORK_OF_ART WORK_OF_ART Today CARDINAL - num - num(text preferred ) Make sure you provide the ad info when contacting to better assist you ! LOOKING FOR SOMETHING ELSE ? FOLLOW LINK TO APARTMENT QUESTIONNAIRE BELOW < URL > * * Ad Reflects DATE DATE free lease will read $ num * * ' , "" CARDINAL Of ORG 's newest builds is a must see ! "" , ' All units feature floor to ceiling windows w/ some having amazing southern views of the city or eastern exposure towards lake GPE . Residents are just short walk to the ORG train station or the GPE lakefront . ' , "" Do n't miss out on this amazing building ! "" , ' WORK_OF_ART WORK_OF_ART WORK_OF_ART DATE to book your tour DATE ! FEATURES TIME TIME doorman ORG ORG ORG ORG ORG ORG ORG ORG In unit laundry ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG William Hill num - num - num North Star Real Estate Group COMPANY SOCIAL MEDIA Follow North Star Real Estate at < URL > Tik Tok < URL > * Photos may be of model unit or similar available unit and are representative of apartment finishes . PERSON may vary depending on floor height . Is rent cheap, average, or expensive? <SEP>
", expensive, average
223,"Text PERSON from Apartment Guys at CARDINAL - num - num and ask for reference # num . Live in this gorgeous rehab in a wonderful PRODUCT location ! The unit has an updated kitchen with stainless steel appliances , granite countertops , a dishwasher ! Enjoy hardwood floors throughout , and an open concept kitchen with a breakfast bar to open up the space . The building is cat friendly and is located steps away from the ORG / PLACE East bar and restaurant scene . Prices are subject to change.***Photos may be of a similar unit * * * * PERSON PERSON CARDINAL - num - num Reference # num Is rent cheap, average, or expensive? <SEP>
", average, average
502,"ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ! Updated CARDINAL Ready Now ! Heat , Hot Water , & Trash Included ! Large Living Room , Formal Dining Room , Big Closets , & Large Bedroom ! Updated Kitchen Cabinets , Granite Counters , & SS Appliances Including Dishwasher ! ORG ORG ! Deco Fireplace ! Ceiling Fans W / Lighting ! Secure Entry & Onsite Laundry ! Email Or PERSON PERSON PERSON PERSON PERSON PERSON , Inc. CARDINAL - num - num Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
307,"Special ! ! * Limited time only * $ MONEY per week Call us @num - num - num for a tour or to set up a reservation . ' , "" We 're filling up fast ! "" , WORK_OF_ART WORK_OF_ART now to reserve ! ! We offer a safe , clean and affordable stay for you and yours . numam-numpm Front desk staff to assist for all your needs . always staff on - site and numhr camera monitoring Queen suites ( non - smoking ) Great , all - inclusive prices . Save CARDINAL Every Month NO Lease – move out when it fits your schedule ORG ORG – move in any time Kitchen with full size fridge , CARDINAL burner stove , full size microwave Open face closet CARDINAL "" High Def TV with free cable Spacious bathroom with amenities supplied Hardwood floors ORG rooms for handicap Free Basic WI - FI CALL num - num - num Now ! ! ! ! ! Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
85,"Call Apartment Guys at CARDINAL - num - num and ask for reference # DATE . Full Amenity PLACE Hi - Rise One Bedroom CONDO ! This modern Hi - Rise unit features stainless steel appliances , a modern kitchen with a dishwasher , rehabbed bathroom , and extra storage ! The building features a TIME TIME doorman , dry cleaners , party room , convenience store , business center , & sundeck . Plus , ORDINAL health club which features an indoor pool , cardio room , weight room , free weight area , tennis courts , racquetball courts , basketball courts , sauna , steam room , & sundeck . Prices are subject to change . * For faster response best to call or text CARDINAL - num - num with reference # MONEY Is rent cheap, average, or expensive? <SEP>
", average, average
370,"ORG ORG ORG at CARDINAL - num - num and refer to post i d : num Enjoy downtown luxury apartment living in LOC LOC . This apartment is extremely spacious and close to everything GPE has to offer . Great amenities , excellent location and one of the best utility packages in the city combine to make this building a highly sought after address . PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT Floor to Ceiling Windows , Granite Counters , Stainless Appliances , ORG ORG ORG In Unit , ORG ORG ORG ORG ORG : TIME TIME TIME Business Center , ORG ORG , Outdoor Running Track , Cabanas , GPE GPE , Outdoor Pool with Sundeck , Outdoor Kitchen / Dining Area , Steam Room / Sauna , Library , ORG ORG ORG ORG , ORG ORG , ORG ORG , ORG ORG ORG ORG ORG , TIME TIME TIME Door Staff , On - Call Maintenance Team , Retail Shopping , FAC FAC , On - Site Dry Cleaning , ORG ORG ORG ORG ORG , ORG ORG ORG ORG ORG PRnumPERTY RnumCKS * * * For faster response please call or text PERSON at CARDINAL - num - num and include post i d : CARDINAL Is rent cheap, average, or expensive? <SEP>
", average, average
530,"GPE GPE , ORG ORG ORG ORG and FAC FAC . Cozy CARDINAL bedroom apartment . Lots of natural light . Great view of FAC FAC FAC . Rent is $ MONEY / month , utilities are separate . Includes stove and refrigerator . Landlord pays for water and trash . Tenant pays for heat and light . Located in the GPE neighborhood . Very close to the GPE , GPE , ORG ORG , ORG ORG , Pink Line and all expressways . Located on the corner of ORDINAL and GPE , in the heart of all the stores , restaurants & bars that FAC FAC has to offer . Very clean , brick building , secure apartment , long term tenants . Owner is always available if you have any issues ; the building has CARDINAL entrances and exits . DATE DATE lease , DATE DATE rent and $ num Move In Fee due at signing . Landlord will conduct a credit and background check . New stove not pictured in these photos . Please contact us if you would like to stop by and see the apartment . Thank you for looking . This building is ORG ORG ORG ORG ORG . Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
578,"Large QUANTITY QUANTITY QUANTITY convertible condo ( bedroom has closet and door ) with lots of storage space . Curtains for large floor to ceiling windows . Kitchen has granite with ss appliances . Updated flooring and bathroom shower with high end fixtures . Lots of storage . Large balcony with overlooking sundeck and outdoor pool . great location near many public transportation options . Walk to FAC FAC FAC and LOC LOC restaurants . Parking additional $ MONEY a month for assigned space . Available DATE DATE . Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
361,"CARDINAL ORG with option to renew ( sublease through CARDINAL ) Rent is $ num but comes out to ~$num with utilities CARDINAL Bed num Bath @ num N PLACE Drive < URL > Ideal location in LOC LOC - right off of LOC LOC LOC walking distance to restaurants , bars , shops , grocery stores , lakefront path access , etc ! Rooftop with amazing views , great amenities , pet friendly ( there is even a small dog park on site ) , marketplace right in the building , valet parking in the building , gym , dry cleaner . this building truly has it all ! Message for full walkthrough video , with any questions or if interested ! Is rent cheap, average, or expensive? <SEP>
", average, cheap
493,"CARDINAL PERSON PERSON FAC FAC FAC CARDINAL bedroom , CARDINAL bathroom in beautiful FAC FAC courtyard building features brand new rehabbed kitchen with granite countertops , stainless steel appliances , dishwasher , microwave , large living room , new bathroom , spacious bedroom , great closet space , laundry room in building , and pets are welcome ! Close to ORG ORG ORG , shops , restaurants , and nightlife ! UAnum Please text PERSON PERSON at num/num - num\unumc to schedule an appointment to view this apartment and mention Apartment address Urban Abodes num.num.num < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", average, average
527,"PROPERTY INFO ID : CARDINAL Beds : CARDINAL Bath : CARDINAL Pet : Pet Friendly Parking : no parking Price shown is for a DATE DATE DATE DATE lease . Email or text PERSON at CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL for a showing . For quickest help , include the below info in your initial message : -first / last name -move date -pet PERSON ( weight / breed ) -availability for a showing Offering both in person and virtual showings ! Rising CARDINAL stories in the heart of LOC LOC , this newly constructed ORG Gold certified apartment building is a stand - out addition to this popular neighborhood . It is surrounded by diverse bars and restaurants , tons of shops , a wide variety of businesses , CARDINAL prestigious universities , and is within walking distance of LOC LOC and LOC LOC LOC . Each unit has modern kitchen and bath fixtures , stainless steel appliances , quartz countertops , wood - style flooring , porcelain tile bathroom flooring , and full - size stackable washers & dryers . Select apartments have upgraded features including built - in wine racks , tall ceilings with exposed concrete , walk - in closets and private terraces . Community amenities are designed around convenience and comfort for busy city living . Helping you tackle your to - do list are CARDINAL num/num fitness zones , a Zen lounge with coffee and juice bar , ORG crafting studio , and a CARDINAL - story work - from - home center with private offices and conference rooms . A public transit tracker , ORG package lockers , and a CARDINAL - story bicycle storage and repair shop are convenient on - site services . When it ’s time to entertain and relax , residents can enjoy the ORDINAL floor rooftop outdoor deck with trellis - covered lounging areas , firepit , and pool . There ’s also a ORDINAL floor outdoor sun deck with kitchen , bar , grilling station and dining areas . This pet - friendly community caters to your fuzzy buddies too . The outdoor park , indoor doggie lounge , and washing station will help your pet stay active , socialized and healthy . Several public transit options are within a short walk including the CTA Brown Line station at ORG ORG ORG , FAC FAC station at ORG ORG ORG , and the # MONEY ORG ORG . cross - town bus . If you have a car , there is limited parking available for additional fees and electric car charging stations on - site . FEATURES Balcony - Some Units Central Air - Yes Dishwasher - All Dogs - Weight Limit Fitness Center Flooring - Hardwood Only Laundry- W / D In Unit Luxury Property New Property Pool - Outdoor Security-num Hour PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON num - num - num WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART Photos may not be of exact unit available and may be of various model units and various vacant units . Apartment availability and lease terms may vary . Pricing , availability , and specials are subject to change at any time and without notice . Please note that the price may be net effective of a special or concession that the building is currently running . Information is believed to be accurate , however , is subject to errors and omissions . HotSpot Rentals services the following neighborhoods : South PLACE , PLACE , Near North , LOC LOC , LOC LOC , GPE GPE , GPE GPE GPE , LOC LOC LOC , The PLACE , GPE , GPE GPE , LOC LOC LOC , PLACE , ORG ORG , GPE GPE , Near North , GPE GPE , FAC FAC FAC , GPE , GPE , GPE GPE , GPE GPE , GPE , GPE , GPE , FAC FAC Is rent cheap, average, or expensive? <SEP>
", expensive, average
