,prompt,expected_completion,actual_completion
277,"RENT: PRICE - PRICE/Month | SIZE: 600 sq ft | BEDROOMS: 1 | BATHROOMS: 1 LEASE TERMS: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month (847) 305-3424 ABOUT COMMUNITY: YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Start your next chapter at The Residences at Arlington Heights and prepare to indulge in our top-of-the-line amenities. Our residents can also enjoy access to a playground and gazebo. At The Residences at Arlington Heights, there's something for everyone! The Woodfield is a one bedroom, one bath apartment with a large walk-in closet, a spacious breakfast bar and either a patio or balcony. Pet Policy: Breed Restriction;Weight Restriction;Available in select buildings. We charge a PRICE fee per pet. We also charge PRICE for pet rent for each pet monthly. Pet Types: Cats and Dogs Breed restrictions apply. Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 UNIT FEATURES: ❖ Balcony, Deck or Patio ❖ Dining Room or Eat-in Kitchen ❖ Dishwasher ❖ Heat and Air Conditioning ❖ Stainless Steel Appliances ❖ Upgraded Cabinets ❖ Walk-in Closets ❖ Wood Floors COMMUNITY FEATURES: ❖ Cabana ❖ Controlled Access ❖ Grill ❖ Laundry Facility ❖ Online Payments Available ❖ Planned Social Activities ❖ Playground ❖ Renters Insurance Program ❖ Walking/Biking Trails ❖ Wi-Fi at Pool and Clubhouse ❖ 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment ❖ 24-Hour Emergency Maintenance ❖ 48-Hour Maintenance Commitment ❖ Brand New Luxurious Clubhouse ❖ Gameroom and 2-Lane Bowling Alley ❖ Ice Skating Rink **Winter Only ❖ Pet-Friendly Large Dogs Accepted ❖ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings CONTACT US TODAY! Residences at Arlington Heights 2134 S Goebbert Rd Arlington Heights, IL 60005 Phone: (847) 305-3424 Mon - Fri: 9:00 AM - 6:00 PM Sat: 9:00 AM - 4:00 PM Website: <URL>/ Professionally managed by JRK Property Holdings EQUAL HOUSING OPPORTUNITY 1D97EAB5D8A04D6 Is rent cheap, average, or expensive? <SEP>
", average, average
65,"PROPERTY INFO ID: 232072909 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly Parking:: attached garage Text, Email, Call Bareun! - 847-971-5586 Excellent upgrade from a traditional studio! Better than other convertibles, has a separated bedroom! Floor plan in photos. In-unit laundry, gorgeous community spaces and amenities, 1-block from grocery store. 1 block from Chicago Blue-Line stop. Garage parking available for additional monthly charge based on availability. Springing up in 2020 along the rapidly-growing Milwaukee Avenue corridor in River West, this newly constructed apartment complex is designed with luxury aesthetics to create an exceptional living environment. Premium quality amenities abound including a cinema lounge with 85” flat-screen, rooftop party room with demo kitchen, grills, and alfresco dining, state-of-the-art fitness center, business center and co-working pods, and an outdoor sun deck with a resort-style pool. The unit stylings reflect the industrial and artistic character found throughout the River West neighborhood with a mix of brick and graffiti murals along with creative high-end furnishings and accessories. These chic apartments have a mix of exposed loft-style elements along with modern elegant touches. Each unit is outfitted with luxury finishes including plank wood flooring, stainless steel appliances, quartz countertops, marbled tile back splash, deep soaking tub, walk-in closets, floor-to-ceiling windows, Nest thermostat, full size in-unit washer and dryer and gas stove. Select units also include balconies and double sink vanities. River West is a quieter micro neighborhood that straddles the northwest tip of downtown Chicago and the eastern entrance to the greater West Town cluster of neighborhoods. Location, location, location is the key appeal to River West, as it is surrounded by other popular neighborhoods including River North, Fulton Market, West Loop, Ukrainian Village and Wicker Park. It is extremely convenient for commuters being about 10 minutes from the Loop via CTA Blue Line train, 66 Chicago and 56 Milwaukee bus routes, the ""Hipster Highway"" protected bike lanes on Milwaukee Ave, or car. CTA Blue line train station and bus stops are a 1 block walk from your front door. Drivers will also love that access to I-94 is right across the street for northbound destinations, and the southbound ramp is also less than 5 minutes away. Enjoy a quick stroll to local eateries such as Windy City Cafe, Pie-Eyed Pizza, D'Agostino's, Twisted Spoke, Opart Thai House, Piccolo Sogno, Maillard Tavern, and The Dawson. Grabbing a cup of joe could not be easier with Big Shoulders Coffee and Dunkin Donuts just around the corner. The beloved neighborhood watering hole is right next door at The Matchbox, and it is one of the most unique in the city as it may be the smallest bar in Chicago, but there is plenty of outdoor seating along side an actual vintage train car. Wandering down Chicago Ave, Milwaukee Ave. or Grand Ave. you'll stumble upon art galleries, independent boutique shops, craft brew pubs, wine bars and diverse cuisine throughout the neighborhood that make River West a cozy pocket of Chicago with lots of character. Daily essentials are also close by at CVS, Jewel-Osco, and BWS Beverage. Convenient services accommodate your daily needs on-site too including a front desk concierge, 24-hour maintenance and property management, package service, and a coffee bar. Parking garage is available with additional fees. Cats and dogs are welcome (with some restrictions) with a dog run and pet washing station on site to keep your fur babies active and clean. FEATURES Balcony-Some Units Central Air-Yes Dishwasher-All Dogs-No Weight Limit Fitness Center Flooring-Hardwood Only Laundry- W/D In Unit Luxury Property New Property Pool-Outdoor Security-Intercom/Key Fob Security-Part-Time Doorman Smoking-No Stove-Gas Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", average, average
414,"LARGE Studio Apt. available for rent starting 1/1/23. This studio is located in the heart of Lincoln Park. The studio features several closets, a kitchen that is separate from the living room, and a large living room. Laundry is available on every other floor. There is a shared common deck available with grills. Covered parking is available in the building for an additional PRICE. Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
49,"NEWLY RENOVATED APARTMENT FEATURES- Hard plank floors Granite Countertops Stainless Steel Appliances Ceramic Tile Walk in Closet COMMUNITY AMENITIES State of the Art Fitness Center Patio Terrace 24 Hour Door Staff 24 Hour Maintenance Attached Parking Garage On Site Dry Cleaners Bike Storage Non- Smoking Building Call or Email to schedule a tour. We are available 7 days a week. Downtown Apartment Company LLC 730 N Wells Chicago, Il 60654 312-772-3929 REF# 54 Pictures are representative samples of the advertised unit. In some cases, the actual units you tour may vary from the pictures based on the specific floor plan available. Availability and prices are subject to change (and often do change daily). Addresses, cross-streets or other geographic information, if provided, is intended to provide a general location of the advertised unit only; you should not rely on any address provided in this advertisement as an exact location of the unit. Please contact us for exact addresses. Units are leased unfurnished unless otherwise specified. 12-month minimum lease term is standard for most units, but minimum term varies. Equal housing opportunity. Is rent cheap, average, or expensive? <SEP>
", average, average
59,"PROPERTY INFO ID: 303322608 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 07/15/2022 Pet: Pet Friendly The Apartment Source Call or text: 773.404.9900 Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
179,"If you stay in the neighborhood, you can walk to Target, Mariano’s, Trader Joe's, Walmart, Starbucks, Chipotle, The Bagel and Duffy's. The lake is a short walk from the building. This unit has tons of natural light and space to make it your own! Water and trash are included in the rental price as well as complimentary fiber optic internet! Responsive maintenance team. Perfect location. Package room. On site engineer. You only pay electric. Dishwasher and microwave included. Close to shopping, restaurants, buses, etc. Lots of natural light. If you stay in the neighborhood, you can walk to Mariano’s, Trader Joe's, Walmart, Starbucks, Chipotle, The Bagel and Duffy's. For more Information call or text Agnes at 312-216-7675 or call the office at 773-537-2000. BJB Properties Equal Housing Opportunity. Pictures are for marketing purposes and may not represent the exact. Prices and leasing specials subject to change without notice. Don't contact me with unsolicited services or offers. Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
283,"PROPERTY INFO ID: 32696592 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: Now or by 11.15 Pet: Cats Negotiable, Small Dogs Only Rent Includes:: Heat, Water Amazing location- walking distance to Jewel Osco,Xsport Fitness, dog park, lake front trail, easy drive to and from Lakeshore Drive Apartment features: elevator building, hardwood floors, big bedroom, pet friendly (small pets), on-site laundry, and professionally managed! Move-in and pet fee due at lease signing Briyana Mata Leasing Consultant The Apartment Source Chicago TEXT OR CALL 773.982.1892 The Apartment Source Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
41,"PROPERTY INFO ID: 299022702 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 09/01/2022 Pet: No Pets Rent Includes:: Heat, Water Bright, renovated apartment. One-bedroom / one-bath. Vintage with refinished original china cabinet in dining room and Murphy bed closet (now for entertainment center et al) in living room. Separate dining room and living room. Hardwood floors, hardwood trim, renovated kitchen with dishwasher, microwave, range, and refrigerator. The unit will be painted with a gray on walls, white trim, and white ceilings. Landscaped Courtyard. Apartmens are large one and two bedrooms; heat and water included; hardwood floors; foyer; closets in foyer and bedrooms(s); living room, full dining room; kitchen with pantry (some dishwashers) and ceramic baths with showers. Laundry room on premises with Maytag washers and dryers. Some units have rear enclosed porches. Controlled entries with intercom connections through the phone. New thermopane windows. New and upgraded rear stairs. FEATURES Dishwasher Fireplace (Decorative) Hardwood Floors Heat Included High Ceiling Radiator Heat Greg Firak Leasing Agent 224-404-0319 The Apartment Source Call or text: 773.404.9900 Is rent cheap, average, or expensive? <SEP>
", average, average
307,"West facing condo with patio and common sun deck no pets or service animals allowed Is rent cheap, average, or expensive? <SEP>
", cheap, average
424,"Building has a sundeck, laundry room, 24 Hour doorman, Fitness center and a bike room. Your heat is included. You only pay electric. The apartment has a dishwasher and microwave. Complimentary Wi-Fi. Close to shopping, restaurants, buses, etc. Lots of natural light. If you stay in the neighborhood, you can walk to Trader Joe's, Stan’s Donuts, Mariano's, Chipotle, Walmart. For more Information call or text Agnes at 312-216-7675 or the office at 773-537-2000. BJB Properties Equal Housing Opportunity. Pictures are for marketing purposes and may not represent the exact. Is rent cheap, average, or expensive? <SEP>
", average, cheap
