documents,poverty,race,class
"2134 S Goebbert Rd Arlington Heights, IL 60005 A wonderful home in Arlington Heights is waiting for you! We currently have a gorgeous 2 bedroom 1 bathroom renting for $1595 - $2034 per month. This unit comes with 848 sq ft. YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Start your next chapter at The Residences at Arlington Heights and prepare to indulge in our top-of-the-line amenities. Our residents can also enjoy access to a playground and gazebo.', ""At The Residences at Arlington Heights, there's something for everyone!"", 'The Elmhurst is a spacious two bedroom, one bath apartment featuring an oversized walk-in closet in the master suite and either a patio or balcony. (847) 305-3424 Community Highlights: ➢ Cabana ➢ Controlled Access ➢ Grill ➢ Laundry Facility ➢ Online Payments Available ➢ Planned Social Activities ➢ Playground ➢ Renters Insurance Program ➢ Walking/Biking Trails ➢ Wi-Fi at Pool and Clubhouse ➢ 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment ➢ 24-Hour Emergency Maintenance ➢ 48-Hour Maintenance Commitment ➢ Brand New Luxurious Clubhouse ➢ Gameroom and 2-Lane Bowling Alley ➢ Ice Skating Rink ** Winter Only ➢ Pet-Friendly Large Dogs Accepted ➢ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings Unit Highlights: ➢ Balcony, Deck or Patio ➢ Dining Room or Eat-in Kitchen ➢ Dishwasher ➢ Heat and Air Conditioning ➢ Stainless Steel Appliances ➢ Upgraded Cabinets ➢ Walk-in Closets ➢ Wood Floors Contact: (847) 305-3424 Website: https://www.theresidencesatarlingtonheights.com/ Leasing Options: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month Pet Policy: Breed Restriction;Weight Restriction;Available in select buildings. We charge a $350 fee per pet. We also charge $35 for pet rent for each pet monthly. Pet Types: Cats and Dogs Breed restrictions apply. Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 Management: JRK Property Holdings EQUAL HOUSING OPPORTUNITY CC3202BC6DEB476']",nonpoor,aawhite,nonpoor_aawhite
"George 2nd floor (near central avenue and diversey) Behind the Aldis grocery store this BIG CHEAP and CLEAN QUEEN bedroom apartment is located on a quiet tree-lined street in the beautiful neighborhood of ""Belmont central"" Near portage park. Your new home has hardwood floors, NEW DISHWASHER, Big living room, formal dining room, spacious Queen bedroom with GREAT NATURAL LIGHT ALL DAY LONG (your windows face north and south!) heat included! and a BIG Outdoor grass backyard for your BBQ grill, patio table and/or dog run! chill AF landlord, super GLBTQ /420/dog friendly building, MUST SEE! Cable ready and wired for high-speed internet. You provide window Air conditioner, Tenant pays electricity (approx $30-$45) and cooking gas approx $15 monthly, heat is included in rent! Easy Street parking, also public transport close by too! coin operated laundryMachines in basement and Extra storage space too! A home you and your dog will LOVE! 87 walk score 68 bike score 58 transit score 7 min drive to brick town square mall/ starbucks Drive-thru 13 min drive to harlem/irving plaza mall 7 min drive /1 mile to ""Hanson park"" metra train station Close to transportation and shopping 2 minute walk to: #85 central bus #76 diversey bus #77 belmont bus #91 Austin bus Walkable Restaurants:', ""Wing stop, McDonalds, Dunkin' Donuts, las costa mariscos, el gordo restaurant, Popeyes chicken, taco burrito king, el taconazo/la fiesta, D'cuba restaurant, Golden nugget pancake house, Chicago's pita grill, retro cafe & restaurant, little Cesar's pizza, central gyros, Bristol deli, Tutti frutti coffee shop, Catalina's pizza, Hong huah Chinese, Jimenez restaurant, Congress pizzeria, Thalys late night restaurant, subway sandwiches, Krokodile sushi bar"", 'Neighborhood Shopping:', ""Aldis grocery store, Tony's diner foods, Fresh market place, Alexandra foods and family dollar"", 'Local Schools: Near Marvin camras elementary school, St Ferdinand elementary school, grace elementary school, Schubert elementary school, prieto math science academy, mary Lyon public school,  horizon science academy, foreman high school, st Patrick high school, steinmetz college prep. Other closeby Activities: Near Cragin playground, Chopin park, portage-Cragin chicago public library Nearby Necessities: 24 hour Walgreens, liquor store Chase bank, PNC bank, western union currency exchange, 7-11, Nail salon, LA tan, jade dragon tattoo , spin cycle laundromat and 3 gas stations. Applicant Requirements: Minimum Credit score of 650 for approval Or cosigner 650 credit+income 3x rent amount If approved first month rent + fees due at lease signing. No security deposit! ALL DOGS WELCOME no breed or size restrictions $35 pet rent/renters insurance w/respect to dogs']",nonpoor,aawhite,nonpoor_aawhite
"1bd/1ba Ready Now! Heat, Hot Water, & Trash Included! Good Size Living Room, Eat In Kitchen, & Jr. Bedroom Can Fit Full/Queen Size Bed! Fresh Paint, Ceiling Lighting, & Large Windows! Laundry Room Onsite! Dogs Under 35lbs Ok Non Aggressive Breeds Only! Email Or Txt Joseph Perez Landstar Realty Group, Inc. 630-709-1606']",nonpoor,aawhite,nonpoor_aawhite
"ID: 238623500 Rent: $5,345 / Month Beds: 5 Bath: 4 Available Date: 08/01/2022 Pet: Cats Only Rent Includes:: Water Parking:: off-street parking Renovated Historical Landmark five bedroom, four bath restoration at its finest This property boasts refinished woodwork and hardwood floors that grace the unit throughout, stain glass windows, pocket doors, decorative fireplace, and open lay out. The kitchen is equipped with beautiful granite counter tops, dishwasher and separate wet bar that includes an additional refrigerator. The unit has Tenant controlled central air conditioning and gas forced heat. This Lincoln Park gem also has laundry in the unit. Completely new construction renovated Historical Landmark building. 518 West Fullerton Parkway has a Walk Score of 96 out of 100. This location is a Walker’s Paradise so daily errands do not require a car. Just an 11 minute walk from the Brown Line, the Purple Line and the Red Line at the Fullerton stop. This location is in the Lincoln Park neighborhood in Chicago.', ""Nearby parks include Linne Monument, Children's Memorial Park and Park West Park."", 'We offer a hassle-free full online leasing process featuring online applications, lease signing, and payment options. FEATURES Central Air Decorative Fireplace Dining Room Dishwasher Granite Tops Hardwood Floors Laundry in Unit Oven/Range Refrigerator Security Alarm NO SECURITY DEPOSIT! $150.00 Application Fee Per Person $100.00 Move-in Fee Per Bedroom NO DOGS, Cats ok! Advertised rent prices are subject to change without notice! Chicago Apartment Place Inc. 773.472.3713']",nonpoor,aawhite,nonpoor_aawhite
"2nd floor unit of a quiet 6 unit building on a dead end street. Walk in closet. Heat, cooking gas, water, and trash included. One parking spot included next to building. Visitor parking available. Laundry in building. No smoking, no pets. Security deposit required. Email for a showing.']",nonpoor,aawhite,nonpoor_aawhite
"Click on: Reply to this listing for more information ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on Velocity Apartment Group 312-253-7403 *****For faster response from one of our Agents, please provide your cell phone number, move date and email address when inquiring.  Thank you. Availability and pricing may change at any time without notice. Ads subject to errors and omissions. Please contact agent for additional questions and information. Interested in this property? Click REPLY above and email us ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on']",nonpoor,aawhite,nonpoor_aawhite
"Residence features gas-forced heat and central air conditioning, Berber carpet in the living space and bedrooms, a modern kitchen with a dishwasher. Laundry is in the building. Less than half a mile to the Wilson CTA Station, Target, and Aldi, and just over half a mile to the Sheridan CTA Station. Cats are welcome; sorry, no dogs. EHO Michael Keating Apartment People 928 W Diversey Pkwy Chicago, IL 60614']",nonpoor,aawhite,nonpoor_aawhite
"ID: 299081445 Rent: $2,490 / Month Beds: 4 Bath: 2 Available Date: 07/01/2022 Pet: Pet Friendly Rent Includes:: Water Parking:: no parking', ""Beautifully rehabbed, you'll find this place offers all the amenities you need and an absolutely awesome location right off the Milwaukee Strip!"", 'Apartment includes: - Central AC and Furnace Heat! - Two Bedrooms King Size, Two Bedrooms Queen Recommended. - Coin Laundry, shared. - XL Private Storage Included.', ""- Amazing Kitchen, Chef's Dream."", '- Dishwasher. - Patio space for BBQ! - Street Parking. - Pets Negotiable. BASIC MEASUREMENTS: Living Room1: 16 x 12 Living Room2: 14.5 x 9 Kitchen: 15 x 11 Bedroom1: 13 x 7.5 Bedroom2: 12 x 7.5 Bedroom3: 16 x 10.5 Bedroom4: 11 x 10 Bathroom1: 8 x 5\'8"" with 36"" sink Bathroom2: 8.5 x 7 Plus XL Private Storage in rear stairwell! **Owner asks 700+ credit scores or cosigner may be needed to lease. Please Call Adam Antonucci 847-533-0962 Residential Sales & Leasing FEATURES A/C Bike Room/Bike Trails Cats Ok Ceiling Fans Central Air Central Heat Dining Room Dishwasher Dogs Ok Duplex-Up Eat-in Kitchen Enclosed Porch Family Room Granite Counter Tops Gut Rehab Hardwood Floors High Ceiling Laundry in Building Microwave New/Renovated Bath New/Renovated Kitchen No Smoking On-Site Laundry Pantry Patio Penthouse Porch Stainless Steel Appliances Stainless Steel Fridge Storage Storage Unit Updated Bathroom Updated Kitchen Walk-Up Please Call Adam Antonucci 847-533-0962 Residential Sales & Leasing The Apartment Source Call or text: 773.404.9900']",nonpoor,aawhite,nonpoor_aawhite
,nonpoor,aawhite,nonpoor_aawhite
"Hardwood floors thru out, gas fireplace, Apt will be freshly painted and sanitized professionally. Quiet building. Close to restaurants, bars, library, Metra, buses,  Blue Line, gyms, 606 trail. Tenant pays utilities ( gas + electric) Brand new furnace and A/C. Must have good credit of at least 700 and proof of employment.  Sorry no dogs or cats.']",nonpoor,aawhite,nonpoor_aawhite
" Walk in closet, ceiling fan and dining room.  Outside DECK overlooks yard with veggie garden.  Laundry in basement and additional storage for bikes, etc. EZ street parking right out front or public transportation nearby. Awesome location in the center of everything! Available August 1 or July 15 by appointment only. $25/month discount for 1 person']",nonpoor,aawhite,nonpoor_aawhite
"ID: 294236336 Rent: $3,995 / Month Beds: 4 Bath: 2 Available Date: 08/01/2022 Pet: Pet Friendly Rent Includes:: Water Parking:: no parking Rogers Park 4 bed 2 bath -Living room -Sun room -Quartz Countertops -Dishwasher -Microwave -Stainless Steel Appliances -Brand New Pendant Lighting -In-Unit Laundry -Brand New Bathroom with Custom Fixtures -Central Air -Radiant heat Dimensions: Bedroom 1: 12\' 7"" x 14\' 6"" Bedroom 2: 10\' 7"" x 12\' 8"" Bedroom 3: 11\' 5"" x 9\' Bedroom 4: 12\' 8"" x 12\' Sun Room off Bedroom 4: 11\' 5"" x 9\' FEATURES Cats Ok Central Air Decorative Fireplace Dishwasher Dogs Ok Gut Rehab Heat Included Laundry in Unit Microwave Modern Bathroom Modern Kitchen New/Renovated Bath New/Renovated Kitchen Parking Available Quartz Countertops Radiator Heat Roof Deck Shared Deck Spacious Closets Stainless Steel Appliances Walk-Up Looking for something else?', ""Check out all my other available apartments here and let me know which of them you'd like to tour!"", 'https://ygl.is/eddie-lehman Eddie Lehman Leasing Agent The Apartment Source ☎ 773. 387. 5772 (call or text) The Apartment Source Call or text: 773.404.9900']",nonpoor,aawhite,nonpoor_aawhite
"NO SECURITY DEPOSIT! Apartment Available 8/1/22 **Photos are representative** To view the apartment, please contact Teddy at 312-313-9643. For information on similar properties, please visit our website at www.aptrentals.com. We look forward to serving your housing needs! Lease terms: $400 Move-in fee $75 Application fee per applicant and cosigner if required $100 Cat fee per cat Equal Opportunity Housing Property Managed by: Realty & Mortgage Co 1509 W. Berwyn Ave., Suite #200 Chicago, IL 60640 (P) 773-989-8000 (F) 773-989-6979 www.aptrentals.com']",nonpoor,aawhite,nonpoor_aawhite
